x,y,z,g,g0
0.190789,0.0164474,0.351974,9.274795e-21,0
0.1875,0.0197368,0.351974,4.20439e-20,0
0.207237,0.0164474,0.348684,2.98462e-20,0
0.200658,0.0230263,0.348684,1.759638e-20,0
0.203947,0.0164474,0.351974,1.253819e-19,0
0.200658,0.0197368,0.351974,1.202136e-19,0
0.220395,0.0164474,0.348684,1.218095e-19,0
0.213816,0.0230263,0.348684,-2.309288e-19,0
0.217105,0.0164474,0.351974,3.026139e-19,0
0.213816,0.0197368,0.351974,1.444535e-19,0
0.233553,0.0164474,0.348684,2.228012e-19,0
0.226974,0.0230263,0.348684,-6.161433e-19,0
0.230263,0.0164474,0.351974,3.830594e-19,0
0.226974,0.0197368,0.351974,-1.607861e-20,0
0.246711,0.0164474,0.348684,2.639935e-19,0
0.240132,0.0230263,0.348684,-8.97374e-19,0
0.243421,0.0164474,0.351974,2.767785e-19,0
0.240132,0.0197368,0.351974,-2.969855e-19,0
0.259868,0.0164474,0.348684,1.753555e-19,0
0.253289,0.0230263,0.348684,-9.445202e-19,0
0.256579,0.0164474,0.351974,-5.602614e-20,0
0.253289,0.0197368,0.351974,-5.836474e-19,0
0.273026,0.0164474,0.348684,-1.814323e-20,0
0.266447,0.0230263,0.348684,-5.977771e-19,0
0.269737,0.0164474,0.351974,-4.630698e-19,0
0.266447,0.0197368,0.351974,-6.787657e-19,0
0.286184,0.0164474,0.348684,-2.772808e-19,0
0.279605,0.0230263,0.348684,-2.910602e-20,0
0.282895,0.0164474,0.351974,-8.198462e-19,0
0.279605,0.0197368,0.351974,-6.064505e-19,0
0.299342,0.0164474,0.348684,-5.640942e-19,0
0.292763,0.0230263,0.348684,3.53318e-19,0
0.296053,0.0164474,0.351974,-1.148119e-18,0
0.292763,0.0197368,0.351974,-5.378857e-19,0
0.3125,0.0164474,0.348684,-7.733312e-19,0
0.305921,0.0230263,0.348684,8.088698e-19,0
0.309211,0.0164474,0.351974,-1.356138e-18,0
0.305921,0.0197368,0.351974,-3.862198e-19,0
0.325658,0.0164474,0.348684,-8.999947e-19,0
0.319079,0.0230263,0.348684,1.255501e-18,0
0.322368,0.0164474,0.351974,-1.478509e-18,0
0.319079,0.0197368,0.351974,-2.36761e-19,0
0.338816,0.0164474,0.348684,-9.242549e-19,0
0.332237,0.0230263,0.348684,1.497009e-18,0
0.335526,0.0164474,0.351974,-1.465411e-18,0
0.332237,0.0197368,0.351974,-8.267507e-20,0
0.351974,0.0164474,0.348684,-8.838713e-19,0
0.345395,0.0230263,0.348684,1.633509e-18,0
0.348684,0.0164474,0.351974,-1.377361e-18,0
0.345395,0.0197368,0.351974,4.007505e-20,0
0.365132,0.0164474,0.348684,-7.885124e-19,0
0.358553,0.0230263,0.348684,1.56969e-18,0
0.361842,0.0164474,0.351974,-1.232754e-18,0
0.358553,0.0197368,0.351974,1.25854e-19,0
0.378289,0.0164474,0.348684,-6.785523e-19,0
0.371711,0.0230263,0.348684,1.517908e-18,0
0.375,0.0164474,0.351974,-1.070482e-18,0
0.371711,0.0197368,0.351974,1.772845e-19,0
0.391447,0.0164474,0.348684,-5.519324e-19,0
0.384868,0.0230263,0.348684,1.22292e-18,0
0.388158,0.0164474,0.351974,-9.070113e-19,0
0.384868,0.0197368,0.351974,1.77792e-19,0
0.404605,0.0164474,0.348684,-3.990801e-19,0
0.398026,0.0230263,0.348684,9.163358e-19,0
0.401316,0.0164474,0.351974,-7.348519e-19,0
0.398026,0.0197368,0.351974,1.318443e-19,0
0.417763,0.0164474,0.348684,-1.751473e-19,0
0.411184,0.0230263,0.348684,5.135358e-19,0
0.414474,0.0164474,0.351974,-4.476884e-19,0
0.411184,0.0197368,0.351974,6.556904e-20,0
0.430921,0.0164474,0.348684,1.522944e-20,0
0.424342,0.0230263,0.348684,1.29474e-19,0
0.427632,0.0164474,0.351974,-1.242424e-19,0
0.424342,0.0197368,0.351974,5.395559e-22,0
0.444079,0.0164474,0.348684,1.197981e-19,0
0.4375,0.0230263,0.348684,-1.639265e-19,0
0.440789,0.0164474,0.351974,1.114152e-19,0
0.4375,0.0197368,0.351974,-6.460607e-20,0
0.457237,0.0164474,0.348684,1.297016e-19,0
0.450658,0.0230263,0.348684,-2.4661e-19,0
0.453947,0.0164474,0.351974,1.943111e-19,0
0.450658,0.0197368,0.351974,-9.813065e-20,0
0.470395,0.0164474,0.348684,8.868253e-20,0
0.463816,0.0230263,0.348684,-2.107507e-19,0
0.467105,0.0164474,0.351974,1.638345e-19,0
0.463816,0.0197368,0.351974,-1.070621e-19,0
0.483553,0.0164474,0.348684,3.940126e-20,0
0.476974,0.0230263,0.348684,-1.181961e-19,0
