iter,residual,lbe_calls,wall_seconds_raw,wall_seconds,wall_seconds_monotone,accepted,phase
71,6.55346075006552e-06,826013,154.67360052998993,154.67360052998993,154.67359952998993,1,0
72,6.453900064167848e-06,834206,155.51434490899555,155.51434490899555,155.51434390899556,1,0
73,6.355851911956897e-06,842399,156.35614620699198,156.35614620699198,156.35614520699198,1,0
74,6.259293314929085e-06,850592,157.1961896379944,157.1961896379944,157.1961886379944,1,0
75,6.164201643611792e-06,858785,158.03685989198857,158.03685989198857,158.03685889198857,1,0
76,6.070554612396993e-06,866978,158.88969663198804,158.88969663198804,158.88969563198805,1,0
77,5.9783302741039194e-06,875171,159.73526633199072,159.73526633199072,159.73526533199072,1,0
78,5.887507015177153e-06,883364,160.58686535598827,160.58686535598827,160.58686435598827,1,0
79,5.7980635502658215e-06,891557,161.43076794198714,161.43076794198714,161.43076694198714,1,0
80,5.709978917442617e-06,899750,162.27966665399435,162.27966665399435,162.27966565399436,1,0
81,5.623232473224467e-06,907943,163.1249787479901,163.1249787479901,163.1249777479901,1,0
82,5.53780388775593e-06,916136,163.9675644819945,163.9675644819945,163.9675634819945,1,0
83,5.453673139973112e-06,924329,164.81180660300015,164.81180660300015,164.81180560300015,1,0
84,5.370820513092709e-06,932522,165.65701976999117,165.65701976999117,165.65701876999117,1,0
85,5.289226589729852e-06,940715,166.50591195598827,166.50591195598827,166.50591095598827,1,0
86,5.208872247609766e-06,948908,167.34786903198983,167.34786903198983,167.34786803198983,1,0
87,5.12973865493381e-06,957101,168.19381882599555,168.19381882599555,168.19381782599555,1,0
88,5.051807265958082e-06,965294,169.03441604599357,169.03441604599357,169.03441504599357,1,0
89,4.975059816692744e-06,973487,169.8818265949958,169.8818265949958,169.8818255949958,1,0
90,4.899478320663899e-06,981680,170.72579101999872,170.72579101999872,170.72579001999873,1,0
91,4.825045064598979e-06,989873,171.57091807299003,171.57091807299003,171.57091707299003,1,0
92,4.751742604248201e-06,998066,172.44796235299145,172.44796235299145,172.44796135299146,1,0
93,4.6795537606929645e-06,1006259,173.32451827799377,173.32451827799377,173.32451727799378,1,0
94,4.608461615688296e-06,1014452,174.20197027298855,174.20197027298855,174.20196927298855,1,0
95,4.5384495080256245e-06,1022645,175.0772980289912,175.0772980289912,175.0772970289912,1,0
96,4.469501029813009e-06,1030838,175.95571532098984,175.95571532098984,175.95571432098984,1,0
97,4.401600022204795e-06,1039031,176.83098251798947,176.83098251798947,176.83098151798947,1,0
98,4.334730572011702e-06,1047224,177.70200261299033,177.70200261299033,177.70200161299033,1,0
99,4.268877007699679e-06,1055417,178.5448753249948,178.5448753249948,178.5448743249948,1,0
100,4.204023895872996e-06,1063610,179.38932006699906,179.38932006699906,179.38931906699906,1,0
101,4.140156037584204e-06,1071803,180.23024978098692,180.23024978098692,180.23024878098693,1,0
102,4.077258464768402e-06,1079996,181.0668491529941,181.0668491529941,181.0668481529941,1,0
103,4.015316436751679e-06,1088189,181.90777263899508,181.90777263899508,181.9077716389951,1,0
104,3.954315436875774e-06,1096382,182.7431790119881,182.7431790119881,182.7431780119881,1,0
105,3.894241168918034e-06,1104575,183.5812152629951,183.5812152629951,183.5812142629951,1,0
106,3.835079553922351e-06,1112768,184.4155109479907,184.4155109479907,184.4155099479907,1,0
107,3.776816726769527e-06,1120961,185.25392901799933,185.25392901799933,185.25392801799933,1,0
108,3.7194390330429348e-06,1129154,186.0879595019942,186.0879595019942,186.0879585019942,1,0
109,3.662933025719922e-06,1137347,186.92341698399105,186.92341698399105,186.92341598399105,1,0
110,3.6072854620235765e-06,1145540,187.75247570200008,187.75247570200008,187.7524747020001,1,0
111,3.552483300476006e-06,1153733,188.55915752699366,188.55915752699366,188.55915652699366,1,0
112,3.4985136976151552e-06,1161926,189.3719499299914,189.3719499299914,189.3719489299914,1,0
113,3.445364005169296e-06,1170119,190.17906068499724,190.17906068499724,190.17905968499724,1,0
114,3.3930217669882316e-06,1178312,190.98727043699182,190.98727043699182,190.98726943699182,1,0
115,3.341474716160878e-06,1186505,191.79281644699222,191.79281644699222,191.79281544699222,1,0
116,3.290710772093305e-06,1194698,192.5982652859966,192.5982652859966,192.5982642859966,1,0
117,3.2407180378427896e-06,1202891,193.4296163879917,193.4296163879917,193.4296153879917,1,0
118,3.191484797142301e-06,1211084,194.26950546099397,194.26950546099397,194.26950446099397,1,0
119,3.1429995116644383e-06,1219277,195.11102326698892,195.11102326698892,195.11102226698893,1,0
120,3.095250818415623e-06,1227470,195.95209708799666,195.95209708799666,195.95209608799667,1,0
121,3.0482275269997344e-06,1235663,196.79663425798935,196.79663425798935,196.79663325798936,1,0
122,3.0019186171231583e-06,1243856,197.6378832999908,197.6378832999908,197.6378822999908,1,0
123,2.9563132357834193e-06,1252049,198.48291815799894,198.48291815799894,198.48291715799894,1,0
124,2.9531328013887534e-06,1252626,198.54505120799877,198.54505120799877,198.54505020799877,1,0
125,2.947619338230069e-06,1253626,198.91769204199954,198.91769204199954,198.91769104199955,1,0
126,2.942116168647564e-06,1254626,199.29066134999448,199.29066134999448,199.29066034999448,1,0
127,2.9366232734247963e-06,1255626,199.65779111199663,199.65779111199663,199.65779011199663,1,0
128,2.9311406333525365e-06,1256626,200.0385778639902,200.0385778639902,200.03857686399022,1,0
129,2.925668229314622e-06,1257626,200.42797123099444,200.42797123099444,200.42797023099445,1,0
130,2.920206042191499e-06,1258626,200.81404601599206,200.81404601599206,200.81404501599206,1,0
131,2.9147540528938677e-06,1259626,201.1818394909933,201.1818394909933,201.1818384909933,1,0
132,2.9093122423902323e-06,1260626,201.54454609299137,201.54454609299137,201.54454509299137,1,0
133,2.9038805917073892e-06,1261626,201.92081774199323,201.92081774199323,201.92081674199324,1,0
134,2.8984590818282966e-06,1262626,202.30366825999226,202.30366825999226,202.30366725999227,1,0
135,2.8930476938393188e-06,1263626,202.75482396899315,202.75482396899315,202.75482296899315,1,0
136,2.887646408849063e-06,1264626,203.24397480399057,203.24397480399057,203.24397380399057,1,0
137,2.8822552080014027e-06,1265626,203.74024015499162,203.74024015499162,203.74023915499163,1,0
138,2.8768740724679615e-06,1266626,204.1580905879964,204.1580905879964,204.15808958799641,1,0
139,2.871502983430838e-06,1267626,204.5391966719908,204.5391966719908,204.5391956719908,1,0
140,2.866141922151829e-06,1268626,204.9043457339867,204.9043457339867,204.9043447339867,1,0
141,2.8607908699286607e-06,1269626,205.2668982569885,205.2668982569885,205.2668972569885,1,0
142,2.8554498080404904e-06,1270626,205.6312705439923,205.6312705439923,205.6312695439923,1,0
143,2.850118717847715e-06,1271626,206.02405296899087,206.02405296899087,206.02405196899088,1,0
144,2.8447975807441265e-06,1272626,206.40420206199633,206.40420206199633,206.40420106199633,1,0
145,2.839486378131129e-06,1273626,206.75799236899184,206.75799236899184,206.75799136899184,1,0
146,2.8341850914768488e-06,1274626,207.1194344619871,207.1194344619871,207.11943346198711,1,0
147,2.828893702242877e-06,1275626,207.4861869239976,207.4861869239976,207.4861859239976,1,0
148,2.823612191999936e-06,1276626,207.86909027998627,207.86909027998627,207.86908927998627,1,0
149,2.8183405422551395e-06,1277626,208.2541683929885,208.2541683929885,208.2541673929885,1,0
150,2.813078734618686e-06,1278626,208.62354933199822,208.62354933199822,208.62354833199822,1,0
151,2.8078267507164834e-06,1279626,208.99368248699466,208.99368248699466,208.99368148699466,1,0
152,2.8025845721917547e-06,1280626,209.36400214199966,209.36400214199966,209.36400114199967,1,0
153,2.797352180752611e-06,1281626,209.7362591889978,209.7362591889978,209.7362581889978,1,0
154,2.7921295581480217e-06,1282626,210.12231898099708,210.12231898099708,210.12231798099708,1,0
155,2.786916686096788e-06,1283626,210.49142983699858,210.49142983699858,210.49142883699858,1,0
156,2.781713546406602e-06,1284626,210.85874375599087,210.85874375599087,210.85874275599087,1,0
157,2.776520120925886e-06,1285626,211.22197409698856,211.22197409698856,211.22197309698856,1,0
158,2.7713363915088487e-06,1286626,211.59114477899857,211.59114477899857,211.59114377899857,1,0
159,2.7661623400477723e-06,1287626,211.96500025699788,211.96500025699788,211.96499925699788,1,0
160,2.7609979484737172e-06,1288626,212.31507522698666,212.31507522698666,212.31507422698667,1,0
161,2.7558431987713405e-06,1289626,212.66420677599672,212.66420677599672,212.66420577599672,1,0
162,2.750698072927248e-06,1290626,213.02386497998668,213.02386497998668,213.0238639799867,1,0
163,2.745562552961687e-06,1291626,213.38295501899847,213.38295501899847,213.38295401899848,1,0
164,2.7404366209381935e-06,1292626,213.75198389799334,213.75198389799334,213.75198289799334,1,0
165,2.735320258974675e-06,1293626,214.10949473099026,214.10949473099026,214.10949373099027,1,0
166,2.730213449199607e-06,1294626,214.4681132939877,214.4681132939877,214.4681122939877,1,0
167,2.725116173773917e-06,1295626,214.8295382619981,214.8295382619981,214.8295372619981,1,0
168,2.720028414910087e-06,1296626,215.1908221009944,215.1908221009944,215.1908211009944,1,0
169,2.7149501548072453e-06,1297626,215.56458103298792,215.56458103298792,215.56458003298792,1,0
170,2.7098813757775152e-06,1298626,215.921257502996,215.921257502996,215.92125650299602,1,0
171,2.7048220600856455e-06,1299626,216.26820533399587,216.26820533399587,216.26820433399587,1,0
172,2.6997721900744534e-06,1300626,216.6217110449943,216.6217110449943,216.6217100449943,1,0
173,2.6947317481295446e-06,1301626,216.9669417749974,216.9669417749974,216.9669407749974,1,0
174,2.689700716598796e-06,1302626,217.33940464499756,217.33940464499756,217.33940364499756,1,0
175,2.684679077954299e-06,1303626,217.69755463898764,217.69755463898764,217.69755363898764,1,0
176,2.679666814651739e-06,1304626,218.04904713798896,218.04904713798896,218.04904613798897,1,0
177,2.6746639091920133e-06,1305626,218.41090974299004,218.41090974299004,218.41090874299005,1,0
178,2.669670344079609e-06,1306626,218.78439455399348,218.78439455399348,218.78439355399348,1,0
179,2.6646861019047773e-06,1307626,219.18432229298924,219.18432229298924,219.18432129298924,1,0
180,2.659711165235388e-06,1308626,219.5572232509876,219.5572232509876,219.5572222509876,1,0
181,2.6547455167267192e-06,1309626,219.9350285709952,219.9350285709952,219.9350275709952,1,0
182,2.649789139022612e-06,1310626,220.3003909359977,220.3003909359977,220.3003899359977,1,0
183,2.6448420148131874e-06,1311626,220.66689817799488,220.66689817799488,220.66689717799488,1,0
184,2.639904126815038e-06,1312626,221.0406710209936,221.0406710209936,221.04067002099362,1,0
185,2.63497545780214e-06,1313626,221.40469046599173,221.40469046599173,221.40468946599174,1,0
186,2.6300559905601732e-06,1314626,221.7527610679972,221.7527610679972,221.7527600679972,1,0
187,2.6251457078781673e-06,1315626,222.10077645198908,222.10077645198908,222.10077545198908,1,0
188,2.62024459267173e-06,1316626,222.4483198999951,222.4483198999951,222.44831889999512,1,0
189,2.6153526277682498e-06,1317626,222.81015480899077,222.81015480899077,222.81015380899078,1,0
190,2.6104697961069493e-06,1318626,223.19418847799534,223.19418847799534,223.19418747799534,1,0
191,2.605596080622825e-06,1319626,223.56015240898705,223.56015240898705,223.56015140898705,1,0
192,2.600731464328895e-06,1320626,223.93195417399693,223.93195417399693,223.93195317399693,1,0
193,2.5958759302011645e-06,1321626,224.29767702399113,224.29767702399113,224.29767602399113,1,0
194,2.5910294612966914e-06,1322626,224.6748183319869,224.6748183319869,224.6748173319869,1,0
195,2.586192040686421e-06,1323626,225.05579354999645,225.05579354999645,225.05579254999645,1,0
196,2.581363651488676e-06,1324626,225.4362937919941,225.4362937919941,225.4362927919941,1,0
197,2.5765442768367325e-06,1325626,225.79468367798836,225.79468367798836,225.79468267798836,1,0
198,2.5717338998844444e-06,1326626,226.1411256680003,226.1411256680003,226.14112466800032,1,0
199,2.566932503878457e-06,1327626,226.48745383099595,226.48745383099595,226.48745283099595,1,0
200,2.562140071994472e-06,1328626,226.85936854399915,226.85936854399915,226.85936754399916,1,0
201,2.5573565875223195e-06,1329626,227.208133868,227.208133868,227.208132868,1,0
202,2.5525820337584137e-06,1330626,227.5613689509919,227.5613689509919,227.5613679509919,1,0
203,2.5478163940440893e-06,1331626,227.9303392899892,227.9303392899892,227.9303382899892,1,0
204,2.543059651702714e-06,1332626,228.301517046988,228.301517046988,228.301516046988,1,0
205,2.538311790152682e-06,1333626,228.70172361499863,228.70172361499863,228.70172261499863,1,0
206,2.53357279281882e-06,1334626,229.15882486698683,229.15882486698683,229.15882386698684,1,0
207,2.5288426431135812e-06,1335626,229.60229370299203,229.60229370299203,229.60229270299203,1,0
208,2.524121324542604e-06,1336626,230.05294526899524,230.05294526899524,230.05294426899525,1,0
209,2.5194088206223653e-06,1337626,230.48208943998907,230.48208943998907,230.48208843998907,1,0
210,2.5147051148752476e-06,1338626,230.86820735799847,230.86820735799847,230.86820635799847,1,0
211,2.5100101909023527e-06,1339626,231.24532596299832,231.24532596299832,231.24532496299832,1,0
212,2.5053240322882367e-06,1340626,231.62116839698865,231.62116839698865,231.62116739698865,1,0
213,2.500646622687108e-06,1341626,231.99434539899812,231.99434539899812,231.99434439899812,1,0
214,2.495977945750502e-06,1342626,232.36578470398672,232.36578470398672,232.36578370398672,1,0
215,2.4913179851595544e-06,1343626,232.75014228798682,232.75014228798682,232.75014128798682,1,0
216,2.486666724679884e-06,1344626,233.12224241599324,233.12224241599324,233.12224141599324,1,0
217,2.482024148041416e-06,1345626,233.48336466799083,233.48336466799083,233.48336366799083,1,0
218,2.4773902390298326e-06,1346626,233.84694120199129,233.84694120199129,233.8469402019913,1,0
219,2.4727649814771394e-06,1347626,234.22485499198956,234.22485499198956,234.22485399198956,1,0
220,2.4681483592211407e-06,1348626,234.60483484799624,234.60483484799624,234.60483384799625,1,0
221,2.463540356145598e-06,1349626,234.97346869998728,234.97346869998728,234.97346769998728,1,0
222,2.4589409561609996e-06,1350626,235.3382897489937,235.3382897489937,235.3382887489937,1,0
223,2.454350143195536e-06,1351626,235.70911035398603,235.70911035398603,235.70910935398604,1,0
224,2.449767901213556e-06,1352626,236.09837980099837,236.09837980099837,236.09837880099838,1,0
225,2.44519421423909e-06,1353626,236.50714232199243,236.50714232199243,236.50714132199244,1,0
